iso,pays,annee,perte_biomasse_Mg,perte_surface_ha,cause
MMR,Myanmar,2014,272845.2527212996,1255.6163781895657,Autres
MMR,Myanmar,2006,188295.60365270515,834.9385677727096,Autres
MMR,Myanmar,2008,210978.71893344505,951.3421502239097,Autres
MMR,Myanmar,2011,256801.26229821602,1104.0763404393983,Autres
MMR,Myanmar,2007,200996.59442357652,840.6681428650035,Autres
MMR,Myanmar,2010,244641.6418913579,1044.9733487360168,Autres
MMR,Myanmar,2005,181918.9527476548,749.541775762792,Autres
MMR,Myanmar,2004,213304.6405244294,907.2561993110799,Autres
MMR,Myanmar,2003,157234.93228867886,672.420027702034,Autres
MMR,Myanmar,2002,116830.85753091545,529.9427214693007,Autres
MMR,Myanmar,2017,199934.33036014042,935.1949959593517,Autres
MMR,Myanmar,2001,107052.30525878404,479.30026797996265,Autres
MMR,Myanmar,2016,221292.31644517032,990.9271379671536,Autres
MMR,Myanmar,2019,174690.3396744334,797.4196218723339,Autres
MMR,Myanmar,2015,180078.71206990836,780.1710471158266,Autres
MMR,Myanmar,2018,113457.77588566861,540.8890215066156,Autres
MMR,Myanmar,2013,70424.32112815423,340.8712575578501,Urbanisation
MMR,Myanmar,2015,111732.86527215861,524.0372595714564,Urbanisation
MMR,Myanmar,2012,74141.47330243104,430.20280491065387,Urbanisation
MMR,Myanmar,2014,113553.97189091687,559.4512383468575,Urbanisation
MMR,Myanmar,2017,198439.9480657578,938.1293241673138,Urbanisation
MMR,Myanmar,2016,193051.59840329541,886.8492265161215,Urbanisation
MMR,Myanmar,2006,47108.85680533362,242.8667051623932,Urbanisation
MMR,Myanmar,2010,66389.61024281298,370.12341103739584,Urbanisation
MMR,Myanmar,2007,32926.27498414648,151.4023735596343,Urbanisation
MMR,Myanmar,2004,29579.80567915602,160.27576716522947,Urbanisation
MMR,Myanmar,2005,31536.425122021035,167.5241989127151,Urbanisation
MMR,Myanmar,2011,48679.74329750817,274.5156697735618,Urbanisation
MMR,Myanmar,2019,100833.23125539596,485.6170834798978,Urbanisation
MMR,Myanmar,2003,32620.47207792085,192.9952589096847,Urbanisation
MMR,Myanmar,2008,41112.23600666592,230.26301588844095,Urbanisation
MMR,Myanmar,2018,150518.61493841,709.2391650360761,Urbanisation
MMR,Myanmar,2009,58684.35397916447,301.92644575192355,Urbanisation
MMR,Myanmar,2002,15850.665166928728,75.37825667775556,Urbanisation
MMR,Myanmar,2001,10885.603377555719,47.032031277909965,Urbanisation
TZA,Tanzanie,2014,24252048.378445365,191770.414885699,Agriculture
TZA,Tanzanie,2013,21628982.88234615,174179.99024646363,Agriculture
TZA,Tanzanie,2010,17638483.72954232,132650.08762029168,Agriculture
TZA,Tanzanie,2018,20624135.053723287,165145.063805543,Agriculture
TZA,Tanzanie,2012,19221282.726972394,148455.685248558,Agriculture
TZA,Tanzanie,2003,10636334.054600423,79625.58741116434,Agriculture
TZA,Tanzanie,2001,11670583.48809217,77124.10076581332,Agriculture
TZA,Tanzanie,2008,19864054.205156974,157571.3372176876,Agriculture
TZA,Tanzanie,2011,17608536.529214684,133052.71922834482,Agriculture
TZA,Tanzanie,2007,15384722.12121451,116968.65075194188,Agriculture
TZA,Tanzanie,2005,11408697.802519817,86872.9763166419,Agriculture
TZA,Tanzanie,2009,17504499.694665007,138889.8113843509,Agriculture
TZA,Tanzanie,2019,17482955.061918795,136883.54175031692,Agriculture
TZA,Tanzanie,2004,8370082.3691872815,63873.822373353265,Agriculture
TZA,Tanzanie,2002,11260979.64308724,79647.12641583917,Agriculture
TZA,Tanzanie,2017,23752247.35522677,187225.70381588253,Agriculture
TZA,Tanzanie,2006,10164400.439635552,82008.98726054661,Agriculture
TZA,Tanzanie,2015,13504150.717641367,107825.42740718505,Agriculture
TZA,Tanzanie,2016,18889367.130822785,148229.727113602,Agriculture
TZA,Tanzanie,2001,289407.9276199633,1833.639042269982,Autres
TZA,Tanzanie,2010,155263.08505483958,1115.9190442697507,Autres
TZA,Tanzanie,2013,240058.6136800623,1930.8612254852503,Autres
TZA,Tanzanie,2007,166655.94685218102,1167.6255216437505,Autres
TZA,Tanzanie,2012,164660.2578538294,1187.1948007418664,Autres
TZA,Tanzanie,2005,198724.1963444898,1458.1956826159317,Autres
TZA,Tanzanie,2014,134843.909596653,1065.1960431186592,Autres
TZA,Tanzanie,2006,102851.74029987419,800.2382775436304,Autres
TZA,Tanzanie,2003,167725.15511008698,1175.6640988031736,Autres
TZA,Tanzanie,2009,155543.7845306205,1153.425299372344,Autres
TZA,Tanzanie,2002,126530.18877822132,880.7440303344923,Autres
TZA,Tanzanie,2008,103241.16147510648,792.9598201184597,Autres
TZA,Tanzanie,2011,115343.87257074016,808.319604433656,Autres
TZA,Tanzanie,2004,70425.25458590715,500.21344355115053,Autres
TZA,Tanzanie,2017,58140.03840815192,527.8422223160138,Autres
TZA,Tanzanie,2019,53486.18396449523,425.5702926987885,Autres
TZA,Tanzanie,2018,59441.47604525829,490.90902414956406,Autres
TZA,Tanzanie,2016,42258.72137106003,350.0901441081618,Autres
TZA,Tanzanie,2015,92276.33930841151,715.995216766108,Autres
TZA,Tanzanie,2001,413452.8122121917,2007.238690020762,Foresterie
TZA,Tanzanie,2007,626854.3559626796,3208.341020312725,Foresterie
TZA,Tanzanie,2010,518830.5385658592,2943.8537941090976,Foresterie
TZA,Tanzanie,2013,773738.3477520196,4886.986715803904,Foresterie
TZA,Tanzanie,2017,636862.4018439862,4223.186918520778,Foresterie
TZA,Tanzanie,2018,724205.0614202555,4912.499975292813,Foresterie
TZA,Tanzanie,2005,537470.243082719,2862.173251366948,Foresterie
TZA,Tanzanie,2014,737998.396346516,4826.036552559798,Foresterie
TZA,Tanzanie,2019,633103.8458598813,4313.11638247264,Foresterie
TZA,Tanzanie,2008,721356.4581840346,4786.9727066593405,Foresterie
TZA,Tanzanie,2011,598883.0706895051,2918.8670894366182,Foresterie
TZA,Tanzanie,2012,783836.6387312656,4393.946154368225,Foresterie
TZA,Tanzanie,2003,525724.964901872,2790.415203936458,Foresterie
TZA,Tanzanie,2015,427463.8353373658,2646.905783101798,Foresterie
TZA,Tanzanie,2016,468945.93411875167,3090.5322173960008,Foresterie
TZA,Tanzanie,2004,348049.20077906316,2160.6742443194657,Foresterie
TZA,Tanzanie,2009,463025.4709786805,2712.1286957996617,Foresterie
TZA,Tanzanie,2002,638448.0802870188,4222.741052334442,Foresterie
TZA,Tanzanie,2006,235539.25348852822,1479.1345706388202,Foresterie
TZA,Tanzanie,2001,282062.30310874153,1118.7876783378006,Feu de foret
TZA,Tanzanie,2007,66543.50755316755,292.35289370509736,Feu de foret
TZA,Tanzanie,2010,149879.02998305942,930.5261262581773,Feu de foret
TZA,Tanzanie,2014,60712.16160187927,388.0167440040682,Feu de foret
TZA,Tanzanie,2003,33436.059147989276,190.30646881785617,Feu de foret
TZA,Tanzanie,2016,114991.1633835345,987.0753539295654,Feu de foret
TZA,Tanzanie,2018,112786.8921109059,924.3047031679707,Feu de foret
TZA,Tanzanie,2013,59259.58336873906,379.01412364987186,Feu de foret
TZA,Tanzanie,2005,36633.89546077726,258.14977540816744,Feu de foret
TZA,Tanzanie,2002,39820.60866368939,212.90081504867703,Feu de foret
TZA,Tanzanie,2008,115465.51157385981,736.3317711660549,Feu de foret
TZA,Tanzanie,2011,103354.84345914784,683.8981864415811,Feu de foret
TZA,Tanzanie,2012,33680.5583261839,181.72490249132534,Feu de foret
TZA,Tanzanie,2015,88538.9545876295,697.8669338828207,Feu de foret
TZA,Tanzanie,2019,113833.6920388968,1011.1838931038897,Feu de foret
TZA,Tanzanie,2017,286642.4957346305,2627.119431907987,Feu de foret
TZA,Tanzanie,2004,24878.513852164328,164.62819543678532,Feu de foret
TZA,Tanzanie,2009,54688.87899534779,333.73358467870116,Feu de foret
TZA,Tanzanie,2006,32507.83392013093,267.075271904297,Feu de foret
TZA,Tanzanie,2011,36935.457099084815,329.34460090789077,Urbanisation
TZA,Tanzanie,2017,29028.986028891417,270.5550679045461,Urbanisation
TZA,Tanzanie,2018,27119.070327228364,235.28539628743698,Urbanisation
TZA,Tanzanie,2006,81932.3932557467,730.9935912092229,Urbanisation
TZA,Tanzanie,2014,22101.959941809604,174.52662372115986,Urbanisation
TZA,Tanzanie,2010,98689.1489707776,844.0367490571227,Urbanisation
TZA,Tanzanie,2019,15446.8873754237,138.73519066001367,Urbanisation
TZA,Tanzanie,2009,28564.485074735385,235.6620818631982,Urbanisation
TZA,Tanzanie,2003,29981.97237710174,265.16671775435907,Urbanisation
TZA,Tanzanie,2013,13600.600938852802,131.50340417581396,Urbanisation
TZA,Tanzanie,2008,40195.681714847524,354.1697726942441,Urbanisation
TZA,Tanzanie,2016,21432.33916761542,196.2677467357312,Urbanisation
TZA,Tanzanie,2004,22004.017435904676,191.1015067462366,Urbanisation
TZA,Tanzanie,2001,13448.55790712966,108.83020910022964,Urbanisation
TZA,Tanzanie,2002,13893.529612152139,113.09569434901749,Urbanisation
TZA,Tanzanie,2007,4439.67930652705,38.962650233011026,Urbanisation
TZA,Tanzanie,2005,13070.768812604689,116.6707494568448,Urbanisation
TZA,Tanzanie,2015,7892.305920113297,73.72039861357717,Urbanisation
TZA,Tanzanie,2012,28706.735527459816,213.0416862508873,Urbanisation
TZA,Tanzanie,2003,1923.1313696667423,21.069126895171976,Deforestation due aux produits de base
TZA,Tanzanie,2005,1671.8124922313468,15.248413532219278,Deforestation due aux produits de base
TZA,Tanzanie,2006,929.3664280285501,9.415221826369908,Deforestation due aux produits de base
TZA,Tanzanie,2008,838.5784573799049,8.961607507058954,Deforestation due aux produits de base
TZA,Tanzanie,2009,2300.9202663559486,29.695718121311316,Deforestation due aux produits de base
TZA,Tanzanie,2001,2141.203860039318,21.607655438885217,Deforestation due aux produits de base
TZA,Tanzanie,2007,858.9831486137517,9.28010131965041,Deforestation due aux produits de base
TZA,Tanzanie,2010,200.61884037855873,1.9871823510185178,Deforestation due aux produits de base
TZA,Tanzanie,2011,1231.029180421194,12.18594598766555,Deforestation due aux produits de base
TZA,Tanzanie,2016,42.32850636250818,0.5367541819400736,Deforestation due aux produits de base
TZA,Tanzanie,2002,415.54325661930744,4.292886274720695,Deforestation due aux produits de base
TZA,Tanzanie,2004,178.3394013803181,2.147614136858006,Deforestation due aux produits de base
TZA,Tanzanie,2012,167.71222725351603,1.7620773009499826,Deforestation due aux produits de base
TZA,Tanzanie,2013,193.78942879938518,2.0728953154390597,Deforestation due aux produits de base
TZA,Tanzanie,2014,244.6475803891605,3.370968726936137,Deforestation due aux produits de base
TZA,Tanzanie,2015,106.85529042468224,1.3797684944012345,Deforestation due aux produits de base
TZA,Tanzanie,2017,151.29879275935593,1.4536523970268926,Deforestation due aux produits de base
TZA,Tanzanie,2018,14.197969668503426,0.15349156659585717,Deforestation due aux produits de base
TZA,Tanzanie,2019,71.20558401603148,0.8449437799203787,Deforestation due aux produits de base
BOL,Bolivie,2017,18390144.9643941,96791.66967224548,Agriculture
BOL,Bolivie,2014,16008020.977118699,78807.13754374594,Agriculture
BOL,Bolivie,2012,15517431.337259315,80703.42005405169,Agriculture
BOL,Bolivie,2011,16770045.185314586,84653.13090018448,Agriculture
BOL,Bolivie,2010,24409312.287597507,120551.54266951309,Agriculture
BOL,Bolivie,2016,15396237.553237474,83394.56849935562,Agriculture
BOL,Bolivie,2005,13168664.937756205,63505.51556274451,Agriculture
BOL,Bolivie,2009,11723522.09408973,55875.74283116948,Agriculture
BOL,Bolivie,2007,9700382.561396869,46504.966949408146,Agriculture
BOL,Bolivie,2006,10212995.665593116,49216.772010185145,Agriculture
BOL,Bolivie,2013,9884428.275589539,50828.68789720261,Agriculture
BOL,Bolivie,2019,19198879.155595202,98040.26164959486,Agriculture
BOL,Bolivie,2002,10544198.132372282,51923.235705267645,Agriculture
BOL,Bolivie,2003,10141726.57980105,49076.25965102971,Agriculture
BOL,Bolivie,2008,13715899.4286447,69482.73866445948,Agriculture
BOL,Bolivie,2004,9987573.038118675,50465.174133153094,Agriculture
BOL,Bolivie,2001,9934835.131216412,48394.313017544155,Agriculture
BOL,Bolivie,2018,9639935.854652831,48525.279810955995,Agriculture
BOL,Bolivie,2015,6993706.713903338,35200.916883588055,Agriculture
BOL,Bolivie,2010,53843437.892045885,324653.0255994474,Deforestation due aux produits de base
BOL,Bolivie,2012,32312098.343042616,186364.99829533338,Deforestation due aux produits de base
BOL,Bolivie,2005,33178018.689800687,182611.54243755777,Deforestation due aux produits de base
BOL,Bolivie,2017,60731893.1677654,360841.7253634455,Deforestation due aux produits de base
BOL,Bolivie,2008,46302158.18590718,294577.63614704524,Deforestation due aux produits de base
BOL,Bolivie,2011,37026797.68472818,240835.850197751,Deforestation due aux produits de base
BOL,Bolivie,2007,26654608.920026332,140629.85466548026,Deforestation due aux produits de base
BOL,Bolivie,2009,25402915.812809475,166703.10867055325,Deforestation due aux produits de base
BOL,Bolivie,2004,25754449.6388247,149589.66360085682,Deforestation due aux produits de base
BOL,Bolivie,2014,27727330.209252898,172497.77342710237,Deforestation due aux produits de base
BOL,Bolivie,2002,21757501.03707349,123592.92797188147,Deforestation due aux produits de base
BOL,Bolivie,2019,81324027.8962774,746115.422216407,Deforestation due aux produits de base
BOL,Bolivie,2003,21488824.636701204,112305.37140197502,Deforestation due aux produits de base
BOL,Bolivie,2006,29127267.384553537,163796.8882758473,Deforestation due aux produits de base
BOL,Bolivie,2001,16092482.871097416,89185.69377766225,Deforestation due aux produits de base
BOL,Bolivie,2013,19039251.144193776,125102.5153946208,Deforestation due aux produits de base
BOL,Bolivie,2016,58735147.10679826,382560.0785129537,Deforestation due aux produits de base
BOL,Bolivie,2018,39033752.27495131,250406.26415718283,Deforestation due aux produits de base
BOL,Bolivie,2015,19307887.680482756,128924.33016920442,Deforestation due aux produits de base
BOL,Bolivie,2012,597622.5727203229,3828.5707534285107,Autres
BOL,Bolivie,2017,491421.9882494182,2764.1410870616464,Autres
BOL,Bolivie,2010,540356.5015236974,3234.7991379165146,Autres
BOL,Bolivie,2009,260391.5998089468,1594.0544682262266,Autres
BOL,Bolivie,2014,525469.2678404636,2970.1737264886415,Autres
BOL,Bolivie,2008,388660.08994275273,2374.778413119569,Autres
BOL,Bolivie,2011,411462.4005796017,2569.912414069412,Autres
BOL,Bolivie,2002,237918.39179545583,1575.976682459208,Autres
BOL,Bolivie,2003,187036.69774017646,1191.8361873804095,Autres
BOL,Bolivie,2005,308261.3851786918,1861.878952647018,Autres
BOL,Bolivie,2006,257252.1641576991,1535.9299998304102,Autres
BOL,Bolivie,2007,272354.2076729156,1525.0905860497787,Autres
BOL,Bolivie,2001,265562.74549386406,1681.527420857498,Autres
BOL,Bolivie,2004,267811.6560958039,1719.0995222792549,Autres
BOL,Bolivie,2013,318273.74034084415,2067.3893944963347,Autres
BOL,Bolivie,2019,559892.96282531,3052.3448154619305,Autres
BOL,Bolivie,2016,298958.60004668834,1816.57795206441,Autres
BOL,Bolivie,2018,267383.0003650474,1371.9078111621257,Autres
BOL,Bolivie,2015,184900.33332020795,1040.4839277524607,Autres
BOL,Bolivie,2012,347897.9995027177,2108.5483946239115,Foresterie
BOL,Bolivie,2010,227729.3184497659,1651.871067812328,Foresterie
BOL,Bolivie,2019,281540.09264666645,1841.7657901067246,Foresterie
BOL,Bolivie,2011,288391.043017797,1853.4035686409043,Foresterie
BOL,Bolivie,2013,217881.0918988621,1530.1370225381474,Foresterie
BOL,Bolivie,2002,264454.29143077816,1671.1215804961241,Foresterie
BOL,Bolivie,2005,419295.12220503885,2594.9956381459724,Foresterie
BOL,Bolivie,2008,358261.28390835936,2730.2479849631163,Foresterie
BOL,Bolivie,2014,358065.50344149134,2152.6949824338953,Foresterie
BOL,Bolivie,2017,248354.22497156562,1766.7001822383968,Foresterie
BOL,Bolivie,2004,196484.10012913836,1222.3394949587034,Foresterie
BOL,Bolivie,2006,253805.86973277555,1662.137976543194,Foresterie
BOL,Bolivie,2018,158014.41814917082,1157.452488118227,Foresterie
BOL,Bolivie,2007,208546.36521416536,1229.4962768617024,Foresterie
BOL,Bolivie,2009,129952.69102929044,934.1824529337122,Foresterie
BOL,Bolivie,2016,291157.92902505695,2424.9599418385856,Foresterie
BOL,Bolivie,2003,187094.6300826051,1105.8954854796948,Foresterie
BOL,Bolivie,2015,159632.36179901083,965.5237796046653,Foresterie
BOL,Bolivie,2001,128142.52709081199,940.3561346124262,Foresterie
BOL,Bolivie,2012,32823.98199994972,538.4732471889154,Feu de foret
BOL,Bolivie,2008,76588.62475489089,685.1593812324015,Feu de foret
BOL,Bolivie,2014,32985.60236276461,473.61849881478383,Feu de foret
BOL,Bolivie,2010,332396.98425036884,1667.935872190662,Feu de foret
BOL,Bolivie,2011,25756.603899706184,326.91363605143886,Feu de foret
BOL,Bolivie,2017,52391.77800862468,1030.2350698642895,Feu de foret
BOL,Bolivie,2009,12767.379603521342,163.20313597577416,Feu de foret
BOL,Bolivie,2004,12549.019507432175,255.20732865573615,Feu de foret
BOL,Bolivie,2013,22622.8815520545,293.7812520106919,Feu de foret
BOL,Bolivie,2001,8721.784663712107,119.37018030278577,Feu de foret
BOL,Bolivie,2016,25217.379147484404,404.6364701389672,Feu de foret
BOL,Bolivie,2002,2969.7027835972067,44.70923085542992,Feu de foret
BOL,Bolivie,2005,9767.355156180833,174.39456226175042,Feu de foret
BOL,Bolivie,2007,3452.4194339118017,63.51167144530839,Feu de foret
BOL,Bolivie,2003,6909.176494722113,79.73603217116525,Feu de foret
BOL,Bolivie,2006,11606.103203123044,103.09326679750087,Feu de foret
BOL,Bolivie,2019,196058.67478480533,3040.0740312720436,Feu de foret
BOL,Bolivie,2015,10073.540457065461,143.99890195455242,Feu de foret
BOL,Bolivie,2018,18067.896318196636,394.9137933968291,Feu de foret
COD,Republique democratique du Congo,2014,285560411.08570325,1322048.1536991186,Agriculture
COD,Republique democratique du Congo,2016,308146009.2301367,1367548.705340248,Agriculture
COD,Republique democratique du Congo,2013,207963557.122351,909450.9060522576,Agriculture
COD,Republique democratique du Congo,2010,179560675.4557016,803430.1635922154,Agriculture
COD,Republique democratique du Congo,2018,299786854.87445164,1359426.1117862307,Agriculture
COD,Republique democratique du Congo,2019,275468461.3957791,1205111.8521302554,Agriculture
COD,Republique democratique du Congo,2017,314642538.1988137,1452732.5716818538,Agriculture
COD,Republique democratique du Congo,2015,205676026.84261996,919836.6529200091,Agriculture
COD,Republique democratique du Congo,2009,145917892.7724484,627426.9999266802,Agriculture
COD,Republique democratique du Congo,2012,138891868.252744,621925.8983779185,Agriculture
COD,Republique democratique du Congo,2011,94802027.88210055,423933.47680822195,Agriculture
COD,Republique democratique du Congo,2007,104332859.52158687,456968.79229343234,Agriculture
COD,Republique democratique du Congo,2006,103022002.71750414,448309.9207915924,Agriculture
COD,Republique democratique du Congo,2005,109421211.24262804,480129.92426355364,Agriculture
COD,Republique democratique du Congo,2004,88801792.63524553,395087.8317401911,Agriculture
COD,Republique democratique du Congo,2001,106594881.2054511,449564.8673149789,Agriculture
COD,Republique democratique du Congo,2003,58682358.71514763,270253.9764908128,Agriculture
COD,Republique democratique du Congo,2002,116345474.362221,509232.78408633557,Agriculture
COD,Republique democratique du Congo,2008,89157202.91318025,401675.136972406,Agriculture
COD,Republique democratique du Congo,2014,1902007.631230025,8447.408615026394,Autres
COD,Republique democratique du Congo,2013,1382557.2800254405,6317.750062889739,Autres
COD,Republique democratique du Congo,2012,997267.3110965043,5364.038733571574,Autres
COD,Republique democratique du Congo,2010,1009972.1728627731,4794.298658999156,Autres
COD,Republique democratique du Congo,2018,1478606.151447967,5736.94197749153,Autres
COD,Republique democratique du Congo,2017,1565016.51804325,5993.477066998759,Autres
COD,Republique democratique du Congo,2009,933159.5659153054,4283.808727358386,Autres
COD,Republique democratique du Congo,2016,1323915.5381632112,5134.464569766688,Autres
COD,Republique democratique du Congo,2001,893676.1751953478,3952.5540584908517,Autres
COD,Republique democratique du Congo,2007,702133.843837094,3250.2721250689774,Autres
COD,Republique democratique du Congo,2015,959737.0086081978,3703.3515850741496,Autres
COD,Republique democratique du Congo,2011,656677.2844799786,3297.865547141235,Autres
COD,Republique democratique du Congo,2002,868839.1299206705,4106.411615775727,Autres
COD,Republique democratique du Congo,2004,658850.3310773394,3091.698661973867,Autres
COD,Republique democratique du Congo,2005,679094.7566366972,3177.3525651724435,Autres
COD,Republique democratique du Congo,2019,1534774.4108204322,5772.804922454828,Autres
COD,Republique democratique du Congo,2003,637188.6945973539,3371.9244162797545,Autres
COD,Republique democratique du Congo,2008,433277.33437014394,2131.922045124106,Autres
COD,Republique democratique du Congo,2006,575376.8142803914,2688.3289424152895,Autres
COD,Republique democratique du Congo,2019,2240528.715795337,7201.443741453951,Deforestation due aux produits de base
COD,Republique democratique du Congo,2014,1235466.1107400344,4621.542105373844,Deforestation due aux produits de base
COD,Republique democratique du Congo,2017,2027797.9471524137,6874.854132081788,Deforestation due aux produits de base
COD,Republique democratique du Congo,2018,1884533.6097503873,6334.884547058603,Deforestation due aux produits de base
COD,Republique democratique du Congo,2016,1735942.8653864793,5924.947466670209,Deforestation due aux produits de base
COD,Republique democratique du Congo,2009,666754.5520937324,2311.011993425238,Deforestation due aux produits de base
COD,Republique democratique du Congo,2012,516734.21687075414,2047.5292116094674,Deforestation due aux produits de base
COD,Republique democratique du Congo,2015,825525.6836278375,2914.8111658789453,Deforestation due aux produits de base
COD,Republique democratique du Congo,2005,307990.85260402027,1143.0017331749955,Deforestation due aux produits de base
COD,Republique democratique du Congo,2007,510544.756321821,1860.0555552168921,Deforestation due aux produits de base
COD,Republique democratique du Congo,2011,455274.4795564321,1711.2640172711467,Deforestation due aux produits de base
COD,Republique democratique du Congo,2010,477459.13806159305,1710.78481821358,Deforestation due aux produits de base
COD,Republique democratique du Congo,2013,871581.9008368067,3320.962717970153,Deforestation due aux produits de base
COD,Republique democratique du Congo,2001,309026.3836521419,1073.0024683013467,Deforestation due aux produits de base
COD,Republique democratique du Congo,2002,230541.67345832998,848.2383463452458,Deforestation due aux produits de base
COD,Republique democratique du Congo,2006,362169.4998394367,1395.333353244561,Deforestation due aux produits de base
COD,Republique democratique du Congo,2008,190102.33679874046,693.052261631619,Deforestation due aux produits de base
COD,Republique democratique du Congo,2004,328384.1568679678,1133.8909718643017,Deforestation due aux produits de base
COD,Republique democratique du Congo,2003,210207.27978219374,775.2772487949603,Deforestation due aux produits de base
COD,Republique democratique du Congo,2014,111146.90946109085,664.3720794486138,Foresterie
COD,Republique democratique du Congo,2015,109478.40661201815,536.0867129746647,Foresterie
COD,Republique democratique du Congo,2017,149835.07770943147,826.0811008463538,Foresterie
COD,Republique democratique du Congo,2013,99661.35833980002,512.3941923655427,Foresterie
COD,Republique democratique du Congo,2016,158610.593922727,821.7815404847739,Foresterie
COD,Republique democratique du Congo,2010,85969.42186297043,448.88440054665944,Foresterie
COD,Republique democratique du Congo,2007,89288.03701837559,468.7163831102215,Foresterie
COD,Republique democratique du Congo,2012,82944.60546697803,476.5109665250593,Foresterie
COD,Republique democratique du Congo,2019,184104.6341007603,839.934954509129,Foresterie
COD,Republique democratique du Congo,2018,201491.29358409546,922.3048515302385,Foresterie
COD,Republique democratique du Congo,2001,123737.34625261319,624.0220173105715,Foresterie
COD,Republique democratique du Congo,2005,56064.260238835326,248.86395260318932,Foresterie
COD,Republique democratique du Congo,2003,26658.653918444004,125.95425336314221,Foresterie
COD,Republique democratique du Congo,2011,26110.606043105086,140.4414318465893,Foresterie
COD,Republique democratique du Congo,2004,105937.12687938467,481.0226551852607,Foresterie
COD,Republique democratique du Congo,2009,48482.647820828555,206.73779624962873,Foresterie
COD,Republique democratique du Congo,2006,58237.05641494892,303.80827397988526,Foresterie
COD,Republique democratique du Congo,2002,20890.823560347868,90.72397915374526,Foresterie
COD,Republique democratique du Congo,2008,29644.820378458302,124.61245775596358,Foresterie
COD,Republique democratique du Congo,2009,126913.31067009633,480.23128238313785,Feu de foret
COD,Republique democratique du Congo,2010,81558.84315810919,303.1758649508123,Feu de foret
COD,Republique democratique du Congo,2011,28673.60057715134,143.66437110410905,Feu de foret
COD,Republique democratique du Congo,2016,245155.00748604976,1079.5588403452866,Feu de foret
COD,Republique democratique du Congo,2014,441725.25126523105,1663.4078394014466,Feu de foret
COD,Republique democratique du Congo,2015,150692.28505001435,551.3487997220409,Feu de foret
COD,Republique democratique du Congo,2017,173850.57882098854,665.0253686410676,Feu de foret
COD,Republique democratique du Congo,2005,40768.50870149939,149.2197778410725,Feu de foret
COD,Republique democratique du Congo,2019,178079.55289002848,674.730531087502,Feu de foret
COD,Republique democratique du Congo,2001,28838.47150017779,106.50138650731382,Feu de foret
COD,Republique democratique du Congo,2003,8906.762381317487,38.11119805282109,Feu de foret
COD,Republique democratique du Congo,2008,5825.43642933595,24.146238122158053,Feu de foret
COD,Republique democratique du Congo,2018,152600.62465553422,601.8652773295805,Feu de foret
COD,Republique democratique du Congo,2004,34321.29070499189,124.1287447318505,Feu de foret
COD,Republique democratique du Congo,2007,14239.144702757761,63.46379549379767,Feu de foret
COD,Republique democratique du Congo,2012,198223.36336349542,770.1034554753971,Feu de foret
COD,Republique democratique du Congo,2013,171087.9790239214,661.4748979465048,Feu de foret
COD,Republique democratique du Congo,2002,40557.673599135596,162.52736874095433,Feu de foret
COD,Republique democratique du Congo,2006,85276.55347040822,306.12041380244517,Feu de foret
COD,Republique democratique du Congo,2008,27634.51542781813,181.85937558097987,Urbanisation
COD,Republique democratique du Congo,2011,44367.92001715042,313.3665177997313,Urbanisation
COD,Republique democratique du Congo,2016,83917.10290288244,768.891086486571,Urbanisation
COD,Republique democratique du Congo,2005,72598.87790750129,444.51645792254294,Urbanisation
COD,Republique democratique du Congo,2017,87770.75123503496,864.6482274178179,Urbanisation
COD,Republique democratique du Congo,2019,60070.39206222998,576.6865171274217,Urbanisation
COD,Republique democratique du Congo,2003,30175.305505521334,174.75575882188716,Urbanisation
COD,Republique democratique du Congo,2006,26177.683682022136,167.10103693918646,Urbanisation
COD,Republique democratique du Congo,2007,45220.83633986648,291.9874590440012,Urbanisation
COD,Republique democratique du Congo,2009,75762.04874850129,506.4018342726157,Urbanisation
COD,Republique democratique du Congo,2015,57209.442130336756,573.3869104212406,Urbanisation
COD,Republique democratique du Congo,2018,83295.57350509887,785.3038453390335,Urbanisation
COD,Republique democratique du Congo,2012,60786.94387663121,415.4704076682282,Urbanisation
COD,Republique democratique du Congo,2014,55167.52662775654,516.2006726527263,Urbanisation
COD,Republique democratique du Congo,2001,33009.47650303722,195.7917248700616,Urbanisation
COD,Republique democratique du Congo,2013,36364.27969423126,340.73352765347823,Urbanisation
COD,Republique democratique du Congo,2004,18650.854351721482,125.70118982193263,Urbanisation
COD,Republique democratique du Congo,2002,4944.754932136329,36.00280319759638,Urbanisation
COD,Republique democratique du Congo,2010,2958.5641311379336,25.081346431951456,Urbanisation
ARG,Argentine,2012,3768769.0430540433,46137.42375853239,Agriculture
ARG,Argentine,2013,4927974.538250954,48541.70505089304,Agriculture
ARG,Argentine,2008,4485417.3889748715,55260.28570996775,Agriculture
ARG,Argentine,2003,1919372.941510186,24870.60719121492,Agriculture
ARG,Argentine,2010,2866265.7477072645,36127.710632029455,Agriculture
ARG,Argentine,2009,2518590.2810416366,29187.85050914953,Agriculture
ARG,Argentine,2004,2866399.9250857406,35369.72595008576,Agriculture
ARG,Argentine,2011,2481065.590378563,32209.080632551,Agriculture
ARG,Argentine,2017,3142943.730986456,33623.00875287814,Agriculture
ARG,Argentine,2005,2718514.2281081956,33285.11105473618,Agriculture
ARG,Argentine,2006,2758884.5718349447,32846.87440976646,Agriculture
ARG,Argentine,2002,1148946.6083629914,12789.614074762638,Agriculture
